ph,humidity,tempC,mq135,mq7,turbidity,fish_species
6.77,61.8,27.5,166,111,297,Rohu
7.44,63.5,30.9,178,120,258,Grass Carp
7.71,53.3,27.3,169,119,290,Pangasius
7.36,59.4,28,179,112,222,Rohu
6.55,55.9,30,199,101,277,Tilapia
8.07,64.8,29.4,154,103,259,Pangasius
6.52,57.2,28.8,155,125,236,Snakehead
8.02,53.4,31.4,191,97,242,Snakehead
8.29,55.7,27.3,159,113,234,Catfish
7.37,59.8,30.4,155,92,260,Common Carp
7.57,51.1,27,159,103,272,Silver Carp
7.45,59.1,29.7,191,100,246,Tilapia
7.28,64,31.2,170,127,274,Bighead Carp
8.27,62.8,28.7,193,117,259,Catfish
8.29,51,30.3,153,112,229,Catfish
7.17,64.9,30.9,162,107,192,Snakehead
7.73,60.5,26.8,159,109,238,Snakehead
8.35,52.4,30.2,165,122,203,Grass Carp
8.42,50.2,31.5,168,91,209,Catfish
7.52,52.6,29.5,155,128,267,Snakehead
7.41,62.6,27.1,175,126,255,Pangasius
7.06,50.3,26.8,158,115,214,Silver Carp
8.42,53.5,27.6,195,91,193,Snakehead
6.79,61.4,26.6,159,92,230,Snakehead
7.66,58.8,29.1,189,109,252,Rohu
7.07,61.7,26.4,152,99,237,Catfish
7.06,61.2,27.3,198,110,244,Pangasius
7.31,50.8,28.6,168,129,286,Catfish
8.5,63.4,28.8,184,98,191,Grass Carp
6.61,53.4,29.4,195,91,212,Silver Carp
7.66,58.3,30.2,155,117,297,Mrigal
6.67,59.7,26.3,178,92,237,Tilapia
6.81,52.5,26.5,168,105,274,Common Carp
7.38,64.6,26.4,199,93,204,Pangasius
7.52,57.3,28.5,193,112,240,Rohu
7.02,50.9,26.3,164,119,213,Snakehead
7.13,64.1,30.5,187,127,209,Snakehead
6.67,58.8,27.3,170,102,245,Snakehead
7.11,60.5,31.6,193,95,227,Tilapia
8.43,57.9,28.9,188,99,214,Catfish
8.39,62.5,28.7,172,106,275,Tilapia
7.17,50.5,30.7,169,97,241,Rohu
7.64,54,30.3,191,98,240,Tilapia
8.32,57,29.6,199,123,236,Snakehead
6.51,51.1,31.6,151,106,257,Silver Carp
8.12,60.6,28.5,194,111,269,Snakehead
8.4,55.9,30.9,181,92,253,Pangasius
6.68,54.1,28.3,196,129,232,Tilapia
6.82,50.1,31,177,118,260,Tilapia
8.42,60.8,27.6,153,128,277,Grass Carp
7.58,62.5,27.7,156,116,287,Grass Carp
6.53,55.9,30.1,152,128,246,Mrigal
7.02,58.5,27.3,174,129,228,Snakehead
7.4,53.4,27.4,197,126,218,Common Carp
7.89,59.3,27.8,158,92,297,Common Carp
7.97,50.2,30.1,172,108,215,Bighead Carp
8.49,57.3,31.3,172,123,203,Mrigal
7.08,59.7,30,198,103,253,Rohu
7.58,63.8,31,175,110,236,Grass Carp
7.57,55.7,29.3,189,91,209,Mrigal
7.31,61.5,26.4,167,99,196,Silver Carp
6.84,59,26.6,173,106,271,Silver Carp
8.45,63.9,29.3,176,91,296,Mrigal
8.21,56,28,194,116,263,Mrigal
7.5,54.8,27.3,151,90,299,Pangasius
7.71,63.3,28.8,150,125,283,Bighead Carp
6.95,50.7,30,197,122,256,Grass Carp
7.59,52,28.3,165,111,297,Snakehead
7.89,51.2,30.8,192,124,242,Tilapia
7.53,62.6,30.4,173,123,254,Snakehead
8.48,50.2,30.4,185,107,219,Catfish
7.72,62.9,31.9,160,125,298,Tilapia
7.24,56.8,27.8,175,92,255,Grass Carp
8.04,50.1,29.9,155,105,204,Bighead Carp
6.84,56,31.1,175,100,264,Pangasius
7.27,52.8,29.5,178,99,285,Pangasius
7.19,59.4,30.7,192,110,259,Pangasius
7.36,60.2,28.5,150,114,259,Tilapia
8.06,57.3,29.5,158,124,281,Tilapia
7.47,50.6,26.3,176,95,246,Rohu
8.09,59.8,31.9,156,97,214,Silver Carp
7.65,62.6,30.8,152,123,212,Catfish
7.18,60.8,31.2,158,90,201,Tilapia
8.12,62.4,30.2,151,92,237,Bighead Carp
6.98,53,27.1,159,127,199,Tilapia
6.95,63.3,26.2,166,116,206,Grass Carp
7.51,54.8,31.2,180,102,241,Bighead Carp
7.02,50.2,28.4,150,108,191,Snakehead
6.52,62.7,27.6,167,108,249,Catfish
7.8,64.1,29.4,155,95,246,Snakehead
7.52,59.8,28.5,187,103,298,Rohu
7.39,53.5,29.9,190,94,270,Grass Carp
8.43,53.8,28.9,191,125,262,Catfish
7.64,57,30.2,196,98,236,Catfish
8.23,63.5,31.1,153,112,260,Pangasius
6.78,52.2,27.2,189,121,202,Snakehead
7.64,62.4,28,153,118,263,Silver Carp
8.24,54.4,28.6,184,117,211,Silver Carp
7.67,62.1,31.8,153,129,217,Bighead Carp
7.94,63.8,28.2,150,100,244,Common Carp
7.24,56.4,28.3,190,108,239,Bighead Carp
6.68,55.5,29.9,192,90,295,Tilapia
7.42,62,28.5,180,98,267,Catfish
7.29,57.9,31.7,168,91,208,Silver Carp
8.23,60.3,31.4,170,93,190,Snakehead
6.99,59.3,29.1,179,118,280,Common Carp
8.43,52.3,29.9,156,93,257,Mrigal
8.42,62.7,26.3,154,90,245,Common Carp
7,52.9,30.2,151,117,277,Bighead Carp
7.2,64,30.2,152,107,203,Rohu
8.29,53.8,28.2,164,102,253,Silver Carp
8.43,61,27.3,188,129,290,Pangasius
7.39,54.3,31.5,186,95,276,Snakehead
7.14,54.8,28.6,159,128,258,Common Carp
7.55,54.7,29.9,158,111,273,Common Carp
7.88,61.2,26.2,172,119,211,Grass Carp
7.05,58.4,28.5,163,116,299,Tilapia
7.97,63.2,30.9,194,97,293,Mrigal
6.6,54.6,28.3,182,117,233,Snakehead
6.6,60.4,29.6,165,91,238,Tilapia
7.27,61.3,27.3,169,109,288,Tilapia
7.21,52.3,28.5,157,100,225,Bighead Carp
7.13,56,31.6,198,103,258,Snakehead
7.48,57.2,29.4,187,113,286,Snakehead
7.14,55.3,31.4,183,102,277,Rohu
6.88,54.8,31.4,180,97,223,Bighead Carp
7.12,60.3,31.7,194,110,226,Snakehead
8.45,53.2,31.4,157,111,278,Snakehead
7.32,60.6,26,174,98,240,Tilapia
7.39,64,31.6,190,100,226,Common Carp
7.65,58.5,26.8,162,105,214,Silver Carp
8.47,59.2,26.2,167,98,275,Grass Carp
6.98,51,26.3,199,92,298,Silver Carp
7.86,63,28.1,190,125,194,Tilapia
7.93,54.3,29.7,183,102,197,Snakehead
7.71,59.2,28.4,185,90,242,Common Carp
6.68,64.7,26.2,199,100,294,Catfish
7.85,58.9,28.9,166,113,216,Bighead Carp
6.63,60.9,28.7,161,94,250,Silver Carp
7.69,56.7,30.5,165,91,288,Silver Carp
7.98,50.9,27.7,162,106,254,Rohu
6.92,62,27.3,160,106,273,Snakehead
8.18,50.5,27.5,163,109,260,Catfish
6.56,60.5,27.8,191,104,234,Mrigal
8.19,50.3,29.6,177,93,192,Bighead Carp
7.42,62.9,28.8,173,100,250,Rohu
6.94,52.4,28,166,112,295,Mrigal
6.77,57.7,28.2,158,90,239,Pangasius
8.41,59,28.2,195,93,237,Bighead Carp
6.65,56.9,31.8,179,127,262,Snakehead
6.9,55.1,27.4,186,91,236,Grass Carp
7.2,57,30.9,152,116,203,Rohu
7.74,54.7,30.2,157,123,208,Common Carp
7.59,56.6,26,167,102,280,Tilapia
6.75,55.4,32,179,107,251,Rohu
7.08,58.5,30.5,152,100,195,Common Carp
6.98,53.6,30.1,183,94,196,Common Carp
6.93,64.8,28.4,192,118,290,Bighead Carp
7.32,57.5,29.3,177,114,279,Snakehead
7.91,52.9,27.5,186,103,202,Bighead Carp
6.93,57.2,26.2,174,127,290,Common Carp
7.23,63,31,179,126,235,Rohu
7.28,50.3,31.4,156,100,222,Rohu
8.45,60.2,27,195,121,286,Silver Carp
8.41,58.2,30.7,178,95,230,Bighead Carp
8.1,52.5,30.4,151,95,262,Tilapia
6.98,62.3,27.1,175,111,268,Tilapia
6.64,55.5,28.5,190,92,258,Bighead Carp
7.13,54.4,28.5,191,108,218,Common Carp
7.03,62.4,30.6,198,123,196,Grass Carp
7.51,59.6,31,156,96,284,Tilapia
8.06,63.5,26.6,167,105,243,Pangasius
8.22,59.4,29.4,155,127,287,Bighead Carp
8.19,61.1,30.6,190,98,200,Pangasius
7.22,62.5,30.7,189,102,231,Silver Carp
7.87,50.8,26.9,176,123,272,Tilapia
7.13,61.6,29.2,190,126,194,Bighead Carp
6.62,59.2,31.1,173,95,276,Bighead Carp
7.9,51,27.9,182,127,236,Tilapia
6.52,57.6,28.6,180,93,191,Grass Carp
7.32,51.2,30.8,183,94,232,Tilapia
7.16,61,26.5,171,95,193,Snakehead
7.89,58.2,31.2,173,102,270,Grass Carp
8.03,64.3,27.9,185,113,284,Common Carp
7.11,52.7,26,177,117,252,Mrigal
8.12,59.1,27.4,169,102,248,Rohu
7.09,53.2,26.5,167,107,219,Rohu
7.39,59.2,26.6,191,96,191,Snakehead
7.95,60.8,30.2,181,93,277,Silver Carp
7.89,60.8,27.3,182,120,263,Pangasius
8.47,62.2,31.6,159,113,281,Rohu
6.95,62.8,29.1,158,111,232,Pangasius
7.82,51.2,28.8,174,110,285,Snakehead
7.72,55.1,28.6,162,115,286,Common Carp
8.33,60.3,30.2,196,119,207,Pangasius
6.81,57.5,28.7,199,124,213,Pangasius
8,52.9,26.8,194,112,226,Catfish
7.64,58.3,31.3,154,129,219,Grass Carp
7.05,56.1,28.6,180,119,258,Tilapia
7.45,55.9,26.4,180,108,248,Snakehead
7.17,62.1,29.2,183,121,212,Silver Carp
7.66,56.1,29.9,175,108,219,Snakehead
8.28,50.4,27.7,156,111,257,Rohu
7.64,50.9,30.8,190,93,230,Rohu
7.76,62.8,30,195,101,240,Grass Carp
7.54,64.4,29.9,198,104,277,Bighead Carp
6.6,60.3,28.5,169,104,256,Pangasius
6.97,55.5,31.8,192,99,204,Snakehead
7.48,64.1,27.6,171,108,245,Mrigal
7.12,59.9,29.5,154,97,299,Silver Carp
6.86,62.7,27.9,161,120,254,Pangasius
7.51,61.5,30.5,170,98,263,Rohu
7.15,55.7,26.3,158,118,298,Common Carp
7.02,57.2,26.3,178,96,279,Bighead Carp
7.43,52.8,30.9,176,97,244,Bighead Carp
6.77,54.4,28.6,166,106,265,Common Carp
8.36,61.7,28,189,104,254,Rohu
8.24,63.4,29.6,173,105,191,Silver Carp
7.92,60.9,30.2,176,96,200,Snakehead
6.71,57,27.2,157,108,265,Bighead Carp
8.05,51.3,27.1,193,127,281,Bighead Carp
8.12,50.9,31.7,178,114,286,Rohu
8.04,55.6,29.5,168,101,231,Silver Carp
6.73,57,28.3,159,121,192,Tilapia
7.79,59.1,30.8,173,99,230,Common Carp
8.17,50.1,29.2,183,113,238,Catfish
7.65,64.8,27.4,189,93,272,Snakehead
7.79,55.5,27.2,180,126,271,Snakehead
7.42,62.7,28.4,195,128,226,Pangasius
7.56,58,31.2,153,93,281,Snakehead
6.57,52,26.4,190,125,284,Pangasius
7.78,62,27.3,194,126,196,Common Carp
6.66,60.6,31.4,180,114,227,Rohu
7.37,57.9,26.7,158,119,247,Mrigal
7.09,57.7,29.8,175,90,194,Silver Carp
7.59,51.3,27.3,162,118,250,Snakehead
6.77,59.8,29.6,197,105,272,Grass Carp
7.88,63.7,28.3,175,126,266,Bighead Carp
8.09,51.4,26.6,150,126,228,Bighead Carp
6.83,54,29.5,189,96,217,Catfish
6.71,63.5,30.1,158,129,246,Tilapia
6.79,54.3,30.1,180,122,191,Rohu
8.25,59.8,29.8,173,111,259,Snakehead
7.56,58,29,194,116,268,Mrigal
7.43,58.9,29.1,198,118,217,Grass Carp
6.71,56.2,29.8,171,105,226,Silver Carp
7.8,54.5,30.1,158,110,278,Silver Carp
8.24,50.7,29.9,188,100,285,Catfish
8.16,61.2,29.5,172,110,244,Tilapia
7.75,61.2,26.9,169,98,290,Mrigal
6.65,60.1,27.3,191,116,289,Snakehead
6.72,59.7,27.6,170,128,283,Silver Carp
6.6,53.7,31.5,176,111,298,Catfish
7.01,50.3,30.6,154,104,277,Common Carp
6.77,62.1,29.3,166,112,271,Catfish
7.02,57.4,27.5,183,118,190,Pangasius
7.27,54.6,26.7,158,128,192,Bighead Carp
8.39,51.5,31.4,183,105,260,Grass Carp
7.72,50.9,31.4,159,92,286,Silver Carp
8.17,55.2,26.7,193,105,274,Tilapia
7.92,62.1,30.8,151,97,203,Tilapia
6.73,63.8,28.7,196,115,237,Bighead Carp
7.97,63.5,27.9,174,98,226,Silver Carp
7.05,63.8,30.4,152,124,192,Rohu
7.78,63.6,29.7,183,96,238,Catfish
7.18,57.9,30.7,156,97,290,Snakehead
8.5,53.3,26.4,177,124,245,Common Carp
7.03,62,27.9,158,128,278,Grass Carp
7.06,53.2,27.9,160,125,249,Rohu
8.36,54,28,178,95,286,Catfish
6.55,53.5,29,165,96,202,Snakehead
7.89,57.7,27.7,188,101,242,Snakehead
7.95,54.8,28.7,178,128,239,Grass Carp
8.17,52.3,28.2,162,90,286,Bighead Carp
8.45,56.8,30.4,184,114,282,Snakehead
8.45,63.1,29.6,160,101,208,Common Carp
6.63,58.6,29.9,184,116,215,Tilapia
8.14,63.2,27.3,196,112,242,Rohu
7.79,52.9,28,157,108,246,Silver Carp
7.79,52.5,26.1,156,110,227,Common Carp
6.76,58.6,26.7,154,110,198,Silver Carp
7.8,56.9,27.6,155,113,235,Bighead Carp
8.46,59.9,26.4,184,102,283,Common Carp
8.32,61.9,29.6,179,125,275,Tilapia
7.38,61.3,32,160,104,296,Pangasius
6.58,64.1,26.6,187,90,193,Catfish
7.22,56,30.9,176,123,260,Pangasius
8.15,53.1,26.7,170,120,271,Rohu
7.9,58.3,30,163,121,239,Catfish
7.42,51.7,29.9,198,125,259,Rohu
6.61,54.3,31.4,184,118,282,Snakehead
7.35,53.1,26.7,178,99,194,Grass Carp
7.44,55.9,27.9,173,110,259,Tilapia
8.36,51.7,26.5,185,125,223,Grass Carp
7.78,50.5,28.4,190,113,287,Pangasius
7.12,59.9,31.5,194,116,254,Silver Carp
7.55,59.2,30.7,181,110,207,Silver Carp
6.63,60.6,30.3,155,107,216,Bighead Carp
8.45,59.9,29.2,159,93,199,Bighead Carp
7.22,51.7,31.3,169,107,292,Bighead Carp
7.46,54.4,28.7,169,98,191,Common Carp
7.21,51.9,26.9,175,119,272,Snakehead
7.87,62.6,31,170,124,280,Bighead Carp
7.82,61.2,27.7,194,119,250,Mrigal
7.93,53,26.3,172,128,211,Mrigal
7.04,55.1,26.8,195,95,199,Silver Carp
7.13,64.5,29.7,161,103,248,Bighead Carp
6.75,58.9,29.6,162,118,297,Mrigal
7.81,62,27.6,159,121,280,Common Carp
6.58,54,30.4,156,103,201,Mrigal
7.7,53.2,30.6,186,109,252,Bighead Carp
8.24,61.8,31.5,161,98,204,Common Carp
8.28,60.3,29.5,174,101,252,Bighead Carp
7.4,60.2,30.7,151,103,254,Mrigal
7.42,58.3,30.5,189,112,227,Catfish
6.65,58.5,27.5,175,123,294,Rohu
7.84,61,27.9,189,105,277,Pangasius
8.14,54.1,28.9,154,107,195,Pangasius
6.99,55.3,26.1,157,129,282,Common Carp
7.34,63.1,27.8,191,122,195,Catfish
8.18,54.6,28.8,194,94,227,Tilapia
8.25,58.2,26.6,158,128,237,Silver Carp
6.99,60.5,26.8,188,99,204,Catfish
7.6,65,28.8,169,111,261,Bighead Carp
6.88,56.5,30.4,160,122,218,Rohu
6.7,56.4,31,189,120,191,Catfish
8.32,62.6,29.3,171,95,264,Common Carp
8.14,62.1,28.8,165,125,262,Pangasius
8.02,61,28.3,191,92,205,Mrigal
6.6,56.9,27.2,187,93,247,Bighead Carp
8.19,54.9,26.9,191,116,277,Rohu
7.38,59.1,30.8,159,127,223,Mrigal
7.18,63.1,28.8,174,114,232,Grass Carp
7.59,63.3,30.7,168,126,213,Catfish
6.68,51.6,30.2,153,116,291,Grass Carp
8.01,56.4,27.2,168,125,291,Grass Carp
7.66,57,29.1,152,125,214,Mrigal
6.87,64.7,28.7,166,96,230,Snakehead
6.88,60.2,28.5,163,119,222,Mrigal
6.87,56.1,29.3,159,118,297,Common Carp
6.61,50.4,31.9,155,129,232,Grass Carp
7.68,58.5,30.9,180,94,206,Catfish
8.18,51.4,31.4,180,95,196,Tilapia
6.53,62.5,26.2,197,96,248,Catfish
6.6,61.3,26.8,158,128,216,Catfish
7.65,56.9,26.5,161,121,225,Rohu
8.14,56.4,27.6,193,104,294,Snakehead
7.15,63.5,28.7,195,102,208,Silver Carp
7.2,54.3,29.9,175,107,204,Tilapia
7.69,53.7,29,151,99,259,Silver Carp
7.05,64.1,31.4,191,129,246,Common Carp
6.55,62.1,31.6,153,100,289,Tilapia
7.97,62.3,27,181,129,258,Grass Carp
7.75,52.9,31.1,177,129,242,Catfish
7.66,52.1,28.9,155,91,298,Mrigal
7.98,50.4,28.7,179,116,258,Catfish
7.85,53.6,30.7,177,97,191,Tilapia
6.91,61.6,26.6,162,127,296,Catfish
7.2,53.6,31.3,195,105,207,Snakehead
6.75,60.9,30,185,113,221,Grass Carp
6.76,53.8,31.3,159,112,218,Silver Carp
7.85,55.9,32,159,103,238,Catfish
8.22,64.7,29.1,154,116,273,Grass Carp
8.43,53.7,26.6,178,99,272,Common Carp
7.76,55.6,27,185,117,269,Silver Carp
6.87,54.5,27.9,161,114,264,Mrigal
6.71,51.6,26.6,171,91,249,Snakehead
8.13,57.3,30.9,195,122,217,Bighead Carp
7.66,55.7,27.8,188,124,275,Tilapia
7.74,60.4,31.9,151,102,216,Tilapia
8.06,62.3,30.2,163,94,270,Rohu
7.91,58.2,27,159,94,197,Mrigal
8.17,50.5,28.9,197,111,261,Tilapia
6.61,59.3,28.8,152,123,212,Snakehead
8,50.8,29,157,90,221,Catfish
8.2,59.2,29.2,166,106,297,Tilapia
7.07,60.3,26.2,153,98,204,Tilapia
7.78,53,30.1,170,99,280,Bighead Carp
7.13,62.3,28.9,179,104,257,Snakehead
8.42,63.7,30.7,168,118,229,Tilapia
6.57,62.2,30.9,164,114,285,Grass Carp
7.66,54.6,27.4,169,110,246,Common Carp
6.83,58.8,26.3,191,106,236,Silver Carp
7.92,63.7,30.2,179,116,290,Snakehead
6.85,54.8,31.9,159,117,199,Silver Carp
6.97,62.3,28.7,172,112,245,Common Carp
7.49,50.1,27.6,173,128,281,Pangasius
8.33,50.1,26.9,161,125,241,Pangasius
6.92,61.4,27.7,158,92,285,Mrigal
6.79,61.4,28,164,122,285,Snakehead
8.02,61.8,28.5,178,96,252,Bighead Carp
7.5,64,29.9,167,94,240,Catfish
8.32,51.8,27.6,169,115,268,Snakehead
6.79,53.5,26.3,150,106,259,Grass Carp
7.79,63.6,28.2,152,106,198,Snakehead
6.97,52.7,31.1,157,92,291,Bighead Carp
6.81,60.2,29,188,92,283,Snakehead
7.87,58,31.8,180,123,230,Tilapia
7.69,51.2,29,196,97,229,Snakehead
8.01,54.3,27.7,157,95,205,Mrigal
7.12,57.8,27.2,164,126,214,Tilapia
7.4,62.8,30.2,171,111,199,Grass Carp
7.31,60.6,29.2,181,122,219,Bighead Carp
8.47,59.3,29.6,154,96,198,Grass Carp
7.08,57.4,30.5,193,129,229,Silver Carp
7.09,54.5,30.4,193,108,246,Bighead Carp
7.21,51.8,26.3,158,99,235,Mrigal
7.63,56.1,30.8,190,112,196,Tilapia
7,50.4,29.2,164,91,232,Rohu
8.33,53.2,28.4,196,110,237,Grass Carp
7.03,56.5,29.2,193,113,293,Rohu
8.29,56.3,29.7,186,102,265,Bighead Carp
6.71,50.7,26.9,182,94,246,Pangasius
7.81,58.8,28.5,171,107,206,Rohu
8.31,58.2,28,160,100,214,Mrigal
6.84,51.2,28.1,199,126,196,Bighead Carp
8.44,64.1,26.5,155,121,244,Snakehead
7.41,51.5,27,166,117,208,Grass Carp
8.39,62.8,27,195,111,270,Silver Carp
7.85,50,28.2,193,117,221,Rohu
7.1,63.2,31.4,154,90,276,Silver Carp
6.88,50.3,27.2,188,95,298,Catfish
7.11,61.4,28.5,197,100,221,Catfish
6.69,55.4,27.9,158,122,215,Silver Carp
6.79,61.1,30.7,178,105,261,Common Carp
6.71,56,26.3,172,102,211,Tilapia
7.35,51.1,27.2,196,110,299,Rohu
8.09,61.5,27.3,185,128,244,Tilapia
6.78,51.1,32,180,113,246,Mrigal
6.76,63.8,29.4,169,116,197,Catfish
7.79,50.8,26.8,172,126,235,Pangasius
6.89,57.2,27.6,156,92,194,Pangasius
6.7,60.8,27,195,101,201,Bighead Carp
6.83,55.9,26.7,185,96,216,Pangasius
8.35,53.3,30.8,153,109,273,Snakehead
8.14,61.4,29,173,104,200,Pangasius
7.21,61.8,29.8,163,90,225,Tilapia
7.81,63.8,28,174,99,241,Common Carp
7.57,55.6,29.3,156,103,191,Pangasius
7.85,57.6,27.5,164,104,263,Mrigal
7.87,55.4,27.8,193,123,295,Tilapia
7.76,53.9,29.9,195,114,260,Mrigal
7.03,61.3,26.9,162,120,201,Mrigal
6.58,55.1,29.7,168,99,244,Tilapia
7.41,56.4,31.1,161,126,269,Common Carp
8.28,56.1,26.7,197,95,220,Common Carp
7.64,60.7,31.4,175,95,280,Common Carp
8.16,63.8,26.5,197,117,221,Rohu
8.48,60,28.1,182,127,295,Rohu
6.83,57.1,29.7,164,103,253,Mrigal
7.88,61.7,29.4,186,102,293,Mrigal
7.85,59.6,26.6,155,102,280,Mrigal
8.46,50.9,30.8,174,99,248,Rohu
8.47,51.4,31.8,166,105,214,Grass Carp
7.87,50.6,27.1,192,128,293,Catfish
6.99,56.9,31.4,185,124,258,Rohu
8.1,62.4,29.3,199,104,257,Silver Carp
6.71,54.7,31.6,195,112,233,Rohu
8.06,55.8,27.1,158,126,232,Grass Carp
8.32,63.6,30.8,177,97,204,Common Carp
7.27,62.6,26.4,184,115,202,Rohu
7.76,60,31.3,152,111,286,Tilapia
7.36,54,30,160,94,258,Tilapia
7.38,51.8,28.2,169,123,259,Grass Carp
7.12,50.2,27.1,172,116,234,Tilapia
8.02,51.6,30.9,179,108,214,Pangasius
8.37,54.4,29.6,186,124,214,Grass Carp
8.38,58.3,28.2,185,109,199,Silver Carp
6.85,51,28.7,193,127,251,Pangasius
8.25,52,31,161,102,201,Catfish
7.97,52.7,28,185,107,256,Tilapia
7.01,59.5,26.5,184,107,218,Snakehead
6.63,59.2,31.5,183,90,282,Catfish
7.04,58.3,28.3,153,121,232,Pangasius
8.32,53.8,28.1,173,114,277,Snakehead
7.77,55.6,27.2,185,110,277,Bighead Carp
7.94,51.5,31.4,177,116,278,Mrigal
7.01,53.4,27.3,188,100,226,Snakehead
7.94,63.5,29.8,151,90,258,Tilapia
6.56,64.7,31.3,192,108,200,Silver Carp
7.25,59.7,26.2,154,121,229,Common Carp
7.75,63.8,31,177,97,296,Mrigal
6.79,59.6,28.5,162,108,252,Common Carp
8.15,50.5,29.9,185,105,211,Tilapia
6.97,65,28.2,158,124,204,Grass Carp
7.8,51.5,30.2,188,91,198,Grass Carp
7.31,60.2,27.5,179,101,259,Bighead Carp
7.69,53.8,26.1,176,118,253,Pangasius
6.71,55.9,31.7,162,99,279,Pangasius
6.53,59.7,26.1,191,111,195,Silver Carp
8.32,56.5,30.9,188,123,285,Silver Carp
7.04,53.8,27,199,110,232,Bighead Carp
8.14,55,28.4,177,126,209,Catfish
8.5,55.1,30.9,167,94,288,Snakehead
6.92,64.4,27.2,183,95,232,Silver Carp
7.03,62,31.2,170,121,251,Tilapia
7.83,56.9,29,150,92,256,Silver Carp
8.43,53,28.2,194,99,271,Grass Carp
8.33,62.2,30,172,94,288,Grass Carp
7.51,52.4,28,183,113,241,Grass Carp
8.09,53.2,28.1,185,109,263,Rohu
6.77,55.5,30.4,158,126,289,Pangasius
8.45,63.2,27.9,157,120,283,Rohu
8.43,52,27.2,199,106,215,Pangasius
6.83,51.8,30.8,179,113,283,Pangasius
7.1,57.4,30.8,197,107,220,Snakehead
6.7,54.1,29,185,115,244,Catfish
7.04,58.5,29.2,185,96,257,Bighead Carp
8.13,56.8,30.2,167,103,246,Snakehead
7.26,56.5,29.1,151,91,213,Mrigal
6.68,51.7,28.5,160,119,254,Common Carp
7.18,52.1,32,185,106,215,Bighead Carp
8.46,62.3,26.9,180,109,238,Mrigal
7.76,63.3,29.6,180,99,282,Bighead Carp
7.33,53.5,31.3,173,113,227,Mrigal
6.83,51.7,30.1,195,101,225,Rohu
8.47,50.8,31.3,170,116,243,Snakehead
8.14,59.1,28,181,104,198,Tilapia
7.06,60.7,27.6,198,98,231,Pangasius
6.64,55.6,31.1,179,107,285,Rohu
6.61,60.2,28.4,157,96,290,Rohu
6.74,60.7,30.3,182,117,293,Pangasius
7.66,64,26.9,188,125,271,Snakehead
8.36,51,30.5,150,92,213,Bighead Carp
7.49,52.9,29.3,182,105,229,Silver Carp
8.19,51,27.6,191,125,271,Tilapia
7.39,63,29,162,93,292,Snakehead
7.92,61.9,30.2,171,124,197,Common Carp
7.96,58.6,26.1,154,98,292,Bighead Carp
6.85,51.3,29.8,161,101,243,Snakehead
7.22,54.1,29.2,178,99,200,Catfish
7.77,54.5,27.3,152,91,296,Bighead Carp
6.64,58.4,30.5,185,108,288,Silver Carp
7.22,53.9,27.8,196,102,277,Tilapia
7.57,51.1,27.7,194,122,266,Grass Carp
8.49,61,28.8,160,90,284,Mrigal
7.45,54.5,30.1,175,117,245,Rohu
8.13,56.8,31.6,151,129,283,Silver Carp
7.36,51.9,26.8,178,95,218,Catfish
8.09,62,28.4,190,92,231,Silver Carp
7.69,58.5,26.4,178,114,195,Bighead Carp
8.27,63.5,30.6,193,105,192,Rohu
7.32,57.4,28.7,185,93,281,Common Carp
7.71,64.1,30.2,168,97,263,Pangasius
7.76,63.4,27.9,159,128,287,Catfish
7.33,58.6,31.1,160,105,254,Common Carp
6.79,64,29.2,156,127,201,Snakehead
6.69,54.8,31.7,162,112,225,Grass Carp
6.53,55.5,26.5,190,95,245,Pangasius
8.25,50.7,29.1,193,105,241,Common Carp
6.97,58.8,30.6,151,105,221,Bighead Carp
6.92,60.8,29.6,179,112,245,Common Carp
7.97,61.6,26.1,171,105,200,Rohu
7.14,52.2,31.8,150,125,190,Bighead Carp
7.51,56.7,27.8,176,101,195,Pangasius
6.83,52.7,27.5,156,126,280,Grass Carp
8.42,59.9,28.9,150,98,268,Snakehead
8.2,52.4,29.3,174,107,263,Silver Carp
8.23,63.6,30.6,197,98,213,Snakehead
7.31,53.5,28.4,153,110,261,Tilapia
8.02,54.4,28.6,179,90,270,Grass Carp
6.79,62.8,29.2,157,112,213,Rohu
6.52,56.9,28.4,198,94,266,Pangasius
6.54,50.4,31.5,170,108,198,Bighead Carp
7.67,57.4,31.1,153,124,248,Rohu
7.41,51.3,28.7,153,122,259,Silver Carp
7.54,64.8,26,157,107,282,Catfish
6.51,58.8,31.4,191,129,212,Bighead Carp
7.35,53.8,26.7,175,103,275,Mrigal
7.94,58.5,27.5,178,109,274,Snakehead
7.39,51.2,26.9,165,102,206,Grass Carp
7.96,62,27.1,168,105,287,Mrigal
6.97,63.9,30.8,150,120,279,Snakehead
8.13,63.1,29.5,186,128,214,Grass Carp
7.68,55.1,31.7,183,124,227,Catfish
6.92,54.9,27.4,178,109,192,Bighead Carp
6.97,50.5,28.9,176,90,256,Catfish
7.76,59.8,31.9,197,129,203,Tilapia
8.16,58,31,194,102,295,Tilapia
7.33,56.9,30.4,179,96,199,Rohu
7.02,63.6,27.1,155,111,255,Snakehead
8.23,52.5,30.6,185,96,260,Common Carp
7.84,50.1,28.1,188,109,203,Pangasius
7.4,51.1,29.2,151,126,270,Rohu
7.48,53.4,29.7,191,125,199,Silver Carp
6.91,50.5,29.7,163,93,288,Snakehead
7.75,57.5,30.4,157,95,238,Pangasius
